id,date,user,pc,activity
{L7W0-O6BD67YO-0192OWVI},02/15/2010 13:11:15,BJM0111,PC-6866,Disconnect
{C3G0-N7FC09JF-0113GIFN},02/15/2010 13:24:49,AIB0948,PC-8245,Connect
{L5A0-J4PQ23FM-8669NRPW},02/15/2010 13:25:39,BBS0422,PC-4551,Connect
{I6F5-F3OJ20OA-5966YMGJ},02/15/2010 13:32:45,BBS0422,PC-4551,Disconnect
{F1K0-C9ZZ02BI-9840HPHW},02/15/2010 13:34:17,AJN0607,PC-8303,Connect
{N7N0-V5KS70VY-0221AMHR},02/15/2010 13:34:54,AJF0370,PC-8651,Connect
{B8G7-D6IP75JD-5074WPRC},02/15/2010 13:36:06,AMR0318,PC-6239,Connect
{S6L3-X2TS14NB-6281FUAN},02/15/2010 13:41:08,BJP0134,PC-0898,Connect
{X6U2-Z7OU10FN-1085AQYQ},02/15/2010 13:47:07,AMR0318,PC-6239,Disconnect
{Y7Z0-P8QT22LW-8485JYUE},02/15/2010 13:49:07,ABC0174,PC-5156,Connect
{R0X4-K6NA33MZ-4627RNZO},02/15/2010 13:53:17,ABC0174,PC-5156,Disconnect
{V7B0-R1GZ83HI-8855ZEGC},02/15/2010 13:55:38,ATP0662,PC-4127,Connect
{S7D8-Y0OM93IB-1568LADW},02/15/2010 13:57:21,AJN0607,PC-8303,Disconnect
{K0L1-X3AJ12ZN-5996LIIV},02/15/2010 13:59:01,AIB0948,PC-8245,Disconnect
{X4D6-A6KG06IC-9806WUHU},02/15/2010 14:00:05,AJN0607,PC-8303,Connect
{Y5B1-O3ZP33FP-0524POPJ},02/15/2010 14:02:03,AVM0947,PC-0285,Connect
{S9K3-U2AK11FF-5572WIZQ},02/15/2010 14:07:57,AJF0370,PC-8651,Disconnect
{K0V5-T0HT17PD-3544AXHX},02/15/2010 14:08:58,AVM0947,PC-0285,Disconnect
{Q8E6-A8AC58UJ-9364XRXS},02/15/2010 14:09:03,AIB0948,PC-8245,Connect
{J8S0-Z7UF18JO-6713NEHO},02/15/2010 14:10:43,AVM0947,PC-0285,Connect
{N0U3-Q3AY31XV-2016YRZK},02/15/2010 14:11:57,AIB0948,PC-8245,Disconnect
{Z3H5-I8CE06NH-0795SORY},02/15/2010 14:12:22,BJP0134,PC-0898,Disconnect
{N3A4-M4BN27BC-0551WSUP},02/15/2010 14:15:58,BJP0134,PC-0898,Connect
{G2Z5-Y7BM44ZD-2123QLJW},02/15/2010 14:16:38,AJF0370,PC-8651,Connect
{M5H2-M4SN25TM-1975MBZB},02/15/2010 14:18:55,ATP0662,PC-4127,Disconnect
{Q9H6-W8SK82MA-7016FXTQ},02/15/2010 14:19:18,BJM0111,PC-6866,Connect
{M1V4-M0EH30JT-7519WNCH},02/15/2010 14:29:08,AIP0982,PC-3733,Connect
{R4I8-J5HC23VZ-2282NXYM},02/15/2010 14:29:40,AJN0607,PC-8303,Disconnect
{Q8Z2-M6CP57YD-1854XVSY},02/15/2010 14:31:11,AVM0947,PC-0285,Disconnect
{U7M6-C6BC17WA-6143JVYD},02/15/2010 14:33:30,BDI0533,PC-5883,Connect
{D6S4-T4FO73CA-2037FFBF},02/15/2010 14:33:49,AIB0948,PC-8245,Connect
{L1A8-I3VP94CR-1060GSCL},02/15/2010 14:35:17,BJM0111,PC-6866,Disconnect
{Y1S8-O6EA59LB-8174MWQA},02/15/2010 14:40:03,AJF0370,PC-8651,Disconnect
{Q6P1-M3JP55OY-7799USNK},02/15/2010 14:50:09,BJM0111,PC-6866,Connect
{X2I3-I0TM83AW-7776ALQZ},02/15/2010 14:51:59,AIB0948,PC-8245,Disconnect
{D9Y7-A3WM41GS-2123UPJM},02/15/2010 14:57:08,AIB0948,PC-8245,Connect
{J4U1-D4SP91MK-7149SKNN},02/15/2010 15:06:23,AJF0370,PC-8651,Connect
{B9W8-L0ZU27BP-0136FYEB},02/15/2010 15:12:02,AIP0982,PC-3733,Disconnect
{C6V7-P4PA01NN-1392XKLS},02/15/2010 15:17:06,AVM0947,PC-0285,Connect
{F5P6-R3VK42EY-7957AGPV},02/15/2010 15:17:38,AJF0370,PC-8651,Disconnect
{J0W7-T5OH80YR-6245NLHS},02/15/2010 15:20:54,AKR0057,PC-2879,Connect
{O1G7-E4AX25SL-5460IADH},02/15/2010 15:23:54,BJP0134,PC-0898,Disconnect
{M7B5-P4YN63OU-5999DHUN},02/15/2010 15:26:14,AIB0948,PC-8245,Disconnect
{Z6X5-Y9NZ36HG-1152UHAK},02/15/2010 15:30:21,AIB0948,PC-8245,Connect
{I1Z8-I6FD75CU-4817PPEO},02/15/2010 15:47:31,AJF0370,PC-8651,Connect
{N5N5-S8VX93FG-7192BOEC},02/15/2010 15:51:30,AIB0948,PC-8245,Disconnect
{M1N3-W6WW98WV-7331XXHD},02/15/2010 15:51:50,BJP0134,PC-0898,Connect
{U4W4-J1FD29BX-2207VPZO},02/15/2010 15:53:27,AVM0947,PC-0285,Disconnect
{B4G0-P0LG26YF-0535BMQJ},02/15/2010 15:55:26,BJP0134,PC-0898,Disconnect
{Q7C2-P6IU02YQ-5493YASL},02/15/2010 15:57:38,BJM0111,PC-6866,Disconnect
{K3K9-W7CZ90OJ-6356HUZM},02/15/2010 16:02:38,BJM0111,PC-6866,Connect
{Z2P4-W2DO22SQ-6290SZXV},02/15/2010 16:11:21,AAF0535,PC-2408,Connect
{Z6J0-D1VE99EJ-4864PXDS},02/15/2010 16:12:02,AJF0370,PC-8651,Disconnect
{P7K2-P0LI13AD-2447YAQX},02/15/2010 16:13:18,BJM0111,PC-6866,Disconnect
{U8E6-R7HC25VG-0921BTFL},02/15/2010 16:22:23,BDI0533,PC-5883,Disconnect
{Y6D5-C2IN13KW-4613PWDE},02/15/2010 16:39:34,AKR0057,PC-2879,Disconnect
{Z4O2-W6ZT26GP-7234LFQM},02/15/2010 17:05:36,AAF0535,PC-2408,Disconnect
{H9G2-B7XM91DX-5656GSJB},02/15/2010 17:14:06,BJM0111,PC-6866,Connect
{B1T0-O5XW92FN-3960IQWI},02/15/2010 17:36:02,BJP0134,PC-0898,Connect
{G6R5-I6MK87JO-5529HGUY},02/15/2010 17:51:13,BJP0134,PC-0898,Disconnect
{G0W9-L3ET24IZ-4773AMLC},02/15/2010 17:52:11,BJM0111,PC-6866,Disconnect
{O6S2-X7WB98QE-1924KCOA},02/15/2010 17:55:11,BJM0111,PC-6866,Connect
{L1Y9-O6PN28MI-7552ZHNR},02/15/2010 18:02:21,BJM0111,PC-6866,Disconnect
{L0U4-R2RX42QH-1112RLVO},02/15/2010 20:52:21,BAL0044,PC-0377,Connect
{T8Z8-L4ZA26DB-0728TOFS},02/15/2010 20:53:37,BAL0044,PC-0377,Disconnect
{H4C7-U9CX44FX-6235VNYE},02/16/2010 03:35:28,BAL0044,PC-2064,Connect
{B0T8-U0HO88YV-9159SWOE},02/16/2010 03:35:52,BAL0044,PC-2064,Disconnect
{M8J4-H0VZ92OB-8307PCLW},02/16/2010 04:00:30,AJF0370,PC-3297,Connect
{X6J9-Q3ZC89ZS-5874QAWS},02/16/2010 04:06:24,AJF0370,PC-3297,Disconnect
{S4D8-C3OD55UB-1376BCUO},02/16/2010 07:27:27,AIB0948,PC-8245,Connect
{B7W8-J5ZI17AU-9757TKIC},02/16/2010 08:00:25,AIB0948,PC-8245,Disconnect
{L1G4-C0LY39KC-9017RQKH},02/16/2010 08:11:06,AJN0607,PC-8303,Connect
{D4D6-I2KC89DO-8099PJOP},02/16/2010 08:21:59,AIB0948,PC-8245,Connect
{Y9K4-B4VS41YO-9648BKVO},02/16/2010 08:36:36,AIB0948,PC-8245,Disconnect
{K4G1-O9NM68HD-9024ATKX},02/16/2010 08:40:45,AIB0948,PC-8245,Connect
{T0G0-C6ZI94RB-7721JZDZ},02/16/2010 08:42:24,AJN0607,PC-8303,Disconnect
{K3R5-S4XO75LO-0232VPND},02/16/2010 08:46:35,AVM0947,PC-0285,Connect
{E8C2-O5TL69BF-8014WKCK},02/16/2010 08:51:31,AIB0948,PC-8245,Disconnect
{M3G8-E9RT52AY-0870RIQS},02/16/2010 08:58:58,BBG0325,PC-6609,Connect
{X6Y6-N6CI55TI-2724XOHC},02/16/2010 09:12:00,AVM0947,PC-0285,Disconnect
{P4G4-R8BP72MY-6924QARQ},02/16/2010 09:14:56,AIB0948,PC-8245,Connect
{Y1G4-K2HD42MG-7265LMAI},02/16/2010 09:15:16,AJF0370,PC-8651,Connect
{P1U2-S4CS40TI-2989ONCW},02/16/2010 09:15:24,AJF0370,PC-8651,Disconnect
{S1H9-X2NO53WD-2682WWDY},02/16/2010 09:15:24,BBG0325,PC-6609,Disconnect
{O5N4-S6KU05PI-1368JJXC},02/16/2010 09:15:39,AJF0370,PC-8651,Connect
{Y7W2-Z2CO65TS-2275BMXG},02/16/2010 09:17:54,AIB0948,PC-8245,Disconnect
{P0I6-H9XQ22VD-6422LMDO},02/16/2010 09:20:10,AIB0948,PC-8245,Connect
{E4I4-U2YL48MQ-4040JQJJ},02/16/2010 09:23:23,BDI0533,PC-5883,Connect
{L5R6-H7AU92SM-2836ERXA},02/16/2010 09:25:55,AJF0370,PC-8651,Disconnect
{W6S4-E2YF48AA-3359GEFS},02/16/2010 09:29:40,AJF0370,PC-8651,Connect
{X9N7-B3ZF55JW-5783KVTG},02/16/2010 09:33:16,ATP0662,PC-4127,Connect
{G6G0-C8HJ11JX-1809VYDF},02/16/2010 09:33:41,AVM0947,PC-0285,Connect
{E4B8-M1YE48XM-7805FAVE},02/16/2010 09:33:44,AVM0947,PC-0285,Disconnect
{C6B7-J8NB82MT-1878YIXJ},02/16/2010 09:37:57,AJF0370,PC-8651,Disconnect
{U0H8-I9II16ZA-4075JTEB},02/16/2010 09:40:40,AVM0947,PC-0285,Connect
{N3W3-D5AP86AB-2583YFNG},02/16/2010 09:46:42,BDI0533,PC-5883,Disconnect
{L9B5-I4AN00IC-5791OBYN},02/16/2010 09:48:28,AJF0370,PC-8651,Connect
{N8V2-D3PW15AF-1302PVZN},02/16/2010 09:50:14,AIB0948,PC-8245,Disconnect
{Z2Q9-K8AU93XZ-2465JYMR},02/16/2010 10:00:12,AKR0057,PC-2879,Connect
{M9M5-Y3RX15YM-8401YJGE},02/16/2010 10:00:35,AVM0947,PC-0285,Disconnect
{G5V2-H1BR35WH-1426PGRA},02/16/2010 10:11:37,ATP0662,PC-4127,Disconnect
{C1O8-A8AI34GM-5799KLMV},02/16/2010 10:13:57,AKR0057,PC-2879,Disconnect
{A3R1-Y0QS50ZK-6462PPAD},02/16/2010 10:19:04,BDI0533,PC-5883,Connect
{S0E9-P1FF61QZ-2533NQJL},02/16/2010 10:26:17,BJP0134,PC-0898,Connect
{S6W6-D1EI30IC-7876LAUU},02/16/2010 10:40:17,AJF0370,PC-8651,Disconnect
{C0W3-L9GE61DM-0309QNJH},02/16/2010 10:40:42,AJF0370,PC-8651,Connect
{Y0C7-A7XI34NO-4859VIEI},02/16/2010 10:40:51,AJN0607,PC-8303,Connect
{X2D1-E1WN21MC-3597VJIY},02/16/2010 10:46:29,AJF0370,PC-8651,Disconnect
{R5N1-F0AI29ZO-7047OARP},02/16/2010 10:47:21,BJP0134,PC-0898,Disconnect
{D2N0-Z8KI86ZT-4788CIKY},02/16/2010 11:00:03,AVM0947,PC-0285,Connect
{I8P1-I8BH37GC-4935JTWN},02/16/2010 11:06:09,AVM0947,PC-0285,Disconnect
{H5S9-T7GV71TB-1691NTSX},02/16/2010 11:12:14,ABC0174,PC-5156,Connect
{R8N6-H7VD16ST-6117JOVN},02/16/2010 11:13:34,AVM0947,PC-0285,Connect
{J6Y6-V2EH19UD-6232BGVX},02/16/2010 11:13:47,ABC0174,PC-5156,Disconnect
{R2J5-O1LR50FG-5980DRAY},02/16/2010 11:25:13,AIP0982,PC-3733,Connect
{G2B9-W9XF73YE-9570OZAW},02/16/2010 11:26:23,BDI0533,PC-5883,Disconnect
{C3Q6-Y4CR21RJ-5409LFLB},02/16/2010 11:28:06,BJP0134,PC-0898,Connect
{S0V8-B0JE12VB-8605RFPY},02/16/2010 11:28:15,BJP0134,PC-0898,Disconnect
{Q2W1-J7WM67CL-1636QVZL},02/16/2010 11:30:03,BJM0111,PC-6866,Connect
{E7X6-T6GT49OI-7409MKUE},02/16/2010 11:31:12,BJM0111,PC-6866,Disconnect
{G8O8-B6SA80UP-7989SUFP},02/16/2010 11:33:48,BJM0111,PC-6866,Connect
{Y8D7-F9FR77DW-3407ZGZC},02/16/2010 11:37:03,AVM0947,PC-0285,Disconnect
{M8I3-N0KX87YN-4525ICQS},02/16/2010 11:37:10,BJM0111,PC-6866,Disconnect
{X0V3-P9GJ72DN-0836AUFW},02/16/2010 11:39:43,BEH0615,PC-9461,Connect
{O3U8-U8PN97HE-0450VGGX},02/16/2010 11:39:48,ABC0174,PC-5156,Connect
{A8M4-L9HF33CJ-0663AXDO},02/16/2010 11:42:28,BJM0111,PC-6866,Connect
{F6K1-O6OJ31JP-9735JDHV},02/16/2010 11:42:33,AJN0607,PC-8303,Disconnect
{B3M0-H9ZZ12MI-0673KDJN},02/16/2010 11:44:27,ABC0174,PC-5156,Disconnect
{F6D6-R8LW72ZC-9154AXUD},02/16/2010 11:45:25,BJM0111,PC-6866,Disconnect
{U6F3-T5GK47QX-1476ZXZE},02/16/2010 11:46:50,BJM0111,PC-6866,Connect
{R0O5-E8NI98RD-5400BION},02/16/2010 11:48:35,BJM0111,PC-6866,Disconnect
{R3J1-T6FD70KV-0822YXDS},02/16/2010 11:48:53,BJM0111,PC-6866,Connect
{Q6Q6-E7VO62QI-1141KGTB},02/16/2010 11:50:30,AJF0370,PC-8651,Connect
{S9C0-D5DL53UI-0477RLAK},02/16/2010 11:50:30,BJM0111,PC-6866,Disconnect
{N2D3-Z2PL91QG-2942FJHV},02/16/2010 11:53:58,AJF0370,PC-8651,Disconnect
{S0V4-D7SH51OI-4570BYPS},02/16/2010 11:54:24,BJM0111,PC-6866,Connect
{Z9X6-S4TY56XQ-6436JOVW},02/16/2010 11:55:57,BJP0134,PC-0898,Connect
{Z2P0-W7EO62ZO-5118ZWXR},02/16/2010 11:57:08,BJM0111,PC-6866,Disconnect
{F9M0-H9UW67PJ-2595MXVR},02/16/2010 12:00:38,BJM0111,PC-6866,Connect
{M4E8-T4NY03PQ-5896IXUB},02/16/2010 12:02:39,BJM0111,PC-6866,Disconnect
{K9Z4-K8SM00DF-4208WQHE},02/16/2010 12:11:45,AIP0982,PC-3733,Disconnect
{V3U9-U7SI54MR-9631XSUB},02/16/2010 12:13:12,BJP0134,PC-0898,Disconnect
{H5W5-H3VE63ZD-2625OETA},02/16/2010 12:13:47,AVM0947,PC-0285,Connect
{D5J7-D9QA00VD-7525XXSU},02/16/2010 12:32:16,BAJ0654,PC-9268,Connect
{P8Z9-N9NE85NI-2121DUXL},02/16/2010 12:37:30,AVM0947,PC-0285,Disconnect
{M0C2-K9XJ47EQ-6271BARM},02/16/2010 12:47:49,AVM0947,PC-0285,Connect
{S4H5-J7VZ98MH-3165PJDU},02/16/2010 12:51:50,AVM0947,PC-0285,Disconnect
{A5R1-M5AM34ZP-4312SVXH},02/16/2010 12:56:28,BJP0134,PC-0898,Connect
{B6L3-M8BP36XU-7190ZKQN},02/16/2010 12:56:38,BJP0134,PC-0898,Disconnect
{P2A5-B3CE41ZV-8814THSI},02/16/2010 13:09:01,AIB0948,PC-8245,Connect
{T9U8-I6XB22FW-2572ILLE},02/16/2010 13:10:36,BDI0533,PC-5883,Connect
{O2E0-A6ZT79EH-8702ZJUM},02/16/2010 13:11:24,BJP0134,PC-0898,Connect
{F8T4-F6OP41YJ-4577WCYJ},02/16/2010 13:13:52,BJP0134,PC-0898,Disconnect
{B8T2-S0RH82KR-9270HPYL},02/16/2010 13:13:55,AJF0370,PC-8651,Connect
{Q9M2-V2YO91TI-9160SISK},02/16/2010 13:19:21,AIB0948,PC-8245,Disconnect
{C4L2-Z5NT97MC-5724DKJS},02/16/2010 13:19:45,BDI0533,PC-5883,Disconnect
{M4F6-A2WK09TX-9962IJFT},02/16/2010 13:19:48,BAJ0654,PC-9268,Disconnect
{Q0Z7-C8IJ68VO-7406CTDA},02/16/2010 13:21:55,AJF0370,PC-8651,Disconnect
{G2X0-C0ZU04FW-5125NQJB},02/16/2010 13:23:20,AIB0948,PC-8245,Connect
{N9N5-P4LA27XG-5058OHUM},02/16/2010 13:25:45,AJF0370,PC-8651,Connect
{H1P4-T0DR32ZJ-3930LWUH},02/16/2010 13:32:07,AJF0370,PC-8651,Disconnect
{F9U1-T7TU68GQ-2549NBWO},02/16/2010 13:42:16,AJF0370,PC-8651,Connect
{O3H6-W3AW29FP-2369PSOW},02/16/2010 13:46:22,AJN0607,PC-8303,Connect
{M7W5-Y1TC50SX-0716QRKM},02/16/2010 13:47:40,AOK0844,PC-4659,Connect
{Q6S1-W5QK02XZ-4489JZDZ},02/16/2010 13:53:41,AKR0057,PC-2879,Connect
{Y4N7-M9QB66BN-9256QNTS},02/16/2010 13:54:09,AVM0947,PC-0285,Connect
{U1V3-W5BQ21GZ-5255DIRN},02/16/2010 13:55:18,AJF0370,PC-8651,Disconnect
{G6X7-Y7PI01UC-4101ODRA},02/16/2010 13:58:09,AIB0948,PC-8245,Disconnect
{V0I8-F4TY60UI-8825LGBF},02/16/2010 14:06:34,AKR0057,PC-2879,Disconnect
{U2M3-G3BW00ET-9556MWGC},02/16/2010 14:06:36,AJN0607,PC-8303,Disconnect
{J9K8-O0EX81JY-1070OKZY},02/16/2010 14:09:55,AVM0947,PC-0285,Disconnect
{T0S6-G8QM46BV-3982LZGR},02/16/2010 14:11:42,AIB0948,PC-8245,Connect
{G4K2-A6VN65TR-3301KCDF},02/16/2010 14:12:47,AIB0948,PC-8245,Disconnect
{C4B9-K9GC81RB-4849OYNR},02/16/2010 14:12:52,AIB0948,PC-8245,Connect
{Y4I8-E7IH29FS-5306MYWC},02/16/2010 14:21:17,AVM0947,PC-0285,Connect
{Q4C8-M4BF19XU-3112TWLD},02/16/2010 14:22:35,BEH0615,PC-9461,Disconnect
{P3W3-M9SY87VI-1060KBVM},02/16/2010 14:27:15,AVM0947,PC-0285,Disconnect
{Y0G4-C0ZD70XK-3267MEJQ},02/16/2010 14:37:42,AIB0948,PC-8245,Disconnect
{H5S6-G4UX56EO-6053FHME},02/16/2010 14:47:05,AKR0057,PC-2879,Connect
{K6B5-B3RK58PN-1867CATU},02/16/2010 14:50:13,ATP0662,PC-4127,Connect
{E2H2-T3JH61BB-4088EUQD},02/16/2010 15:06:08,BJP0134,PC-0898,Connect
{X1G9-K2DS93ZC-4535RXSJ},02/16/2010 15:17:50,BEH0615,PC-9461,Connect
{K5C4-I3MD20SZ-5196HKXJ},02/16/2010 15:31:55,BJP0134,PC-0898,Disconnect
{R3J3-H7DH60BP-6914RJPG},02/16/2010 15:38:24,ATP0662,PC-4127,Disconnect
{G4H7-S0MQ43AJ-1729PKZM},02/16/2010 15:40:52,AKR0057,PC-2879,Disconnect
{X0H8-C8MD18RQ-4569ZQVT},02/16/2010 15:44:20,BEH0615,PC-9461,Disconnect
{D3M7-A3XA76PO-7506SRNI},02/16/2010 15:54:37,AOK0844,PC-4659,Disconnect
{N6L3-M5YS85IE-5331XYHK},02/16/2010 16:00:57,BJP0134,PC-0898,Connect
{G4O9-E9SG41AT-9160KELM},02/16/2010 16:01:50,BJP0134,PC-0898,Disconnect
{L7K8-P6DA86XC-5453EOAF},02/16/2010 16:02:03,BDI0533,PC-5883,Connect
{Z8O9-D9VQ13CH-5189HZZK},02/16/2010 16:04:21,AAF0535,PC-2408,Connect
{C7I7-C6PJ29OF-6135UWCE},02/16/2010 16:17:46,AAF0535,PC-2408,Disconnect
{B4C5-C6HC27BY-6041VMDU},02/16/2010 16:19:59,AAF0535,PC-2408,Connect
{J7I3-V0OH39FV-8591IVVA},02/16/2010 16:28:05,AAF0535,PC-2408,Disconnect
{F2O6-W0DY67KJ-1425IJRQ},02/16/2010 16:29:48,BDI0533,PC-5883,Disconnect
{I3C6-P8RW04CG-5976VXRK},02/16/2010 16:57:07,BJP0134,PC-0898,Connect
{B2W0-K7DG11GH-8572ZHBP},02/16/2010 17:08:34,BJP0134,PC-0898,Disconnect
{W8G0-A3IV36JT-6616HRJB},02/16/2010 17:08:58,AHM0410,PC-3686,Connect
{B0G8-H2ZU28BD-2320XFRB},02/16/2010 17:21:12,AHM0410,PC-3686,Disconnect
{G2N7-P1ZH98OC-1205XNHA},02/16/2010 17:26:30,BJP0134,PC-0898,Connect
{S8J8-Y0LL83VR-2001YPTW},02/16/2010 17:27:12,BJM0111,PC-6866,Connect
{P6E8-F7GJ07SX-1182IKUK},02/16/2010 17:31:13,BJM0111,PC-6866,Disconnect
{P3G8-L1YY38VG-2241GYTS},02/16/2010 17:31:50,BJM0111,PC-6866,Connect
{K3F2-M0ZM99CM-2537MSEG},02/16/2010 17:33:06,BJM0111,PC-6866,Disconnect
{O6I0-K8TX17RO-0776EZRB},02/16/2010 17:34:43,BJM0111,PC-6866,Connect
{P8Z4-G9UQ59KS-3702UIFM},02/16/2010 17:35:26,BJM0111,PC-6866,Disconnect
{S8L8-Q2TT26DU-3226HCKB},02/16/2010 17:47:01,BJP0134,PC-0898,Disconnect
{J0J7-W5AB27WO-9487VMDE},02/16/2010 21:46:47,BAL0044,PC-7964,Connect
{J4V2-N7HP78BH-2475ZQTF},02/16/2010 21:46:55,BAL0044,PC-7964,Disconnect
{X5X3-W9ZO28VT-6226QEZM},02/16/2010 22:16:51,AJF0370,PC-0164,Connect
{V5U2-N0WT69ZA-5944FNPY},02/16/2010 22:17:15,AJF0370,PC-0164,Disconnect
{T7G2-I4ZF18BW-6065TALI},02/16/2010 23:51:48,AJF0370,PC-4690,Connect
{P8V0-B6UW72LH-4970WTUN},02/16/2010 23:52:22,AJF0370,PC-4690,Disconnect
{A6R1-S0JT06FC-6758LWGJ},02/17/2010 07:10:22,AIB0948,PC-8245,Connect
{O8Y4-J0BK16SG-2267JFYH},02/17/2010 07:23:29,AIB0948,PC-8245,Disconnect
{O1O1-Z7OH49RV-4328GHMQ},02/17/2010 07:27:43,AIB0948,PC-8245,Connect
{M8J8-Z0WZ63HF-5001HYTZ},02/17/2010 07:29:48,AIB0948,PC-8245,Disconnect
{S8H7-D9NZ70FQ-6826CGSX},02/17/2010 07:30:59,AIB0948,PC-8245,Connect
{Z7L0-O0ZM78JK-6528TQFS},02/17/2010 07:42:05,AIB0948,PC-8245,Disconnect
{F3P2-H0OK68DR-3327CVYW},02/17/2010 07:47:21,AVM0947,PC-0285,Connect
{L6Q4-Z3XB28KH-2673ZLII},02/17/2010 08:34:04,AVM0947,PC-0285,Disconnect
{L9E1-V6AH39GM-3140BRWW},02/17/2010 08:40:55,AIB0948,PC-8245,Connect
{O9R1-T2KQ35TW-6759KTUQ},02/17/2010 08:46:02,AVM0947,PC-0285,Connect
{R3R1-I2YL58SF-7923KUQF},02/17/2010 08:48:41,AKR0057,PC-2879,Connect
{E3B9-Z3KO45HH-9356IIDS},02/17/2010 09:00:48,BJP0134,PC-0898,Connect
{U5C3-T9PF79EK-7446KMPT},02/17/2010 09:04:46,BJP0134,PC-0898,Disconnect
{Z6V4-Y8AZ12OR-0355JCBI},02/17/2010 09:05:59,AIB0948,PC-8245,Disconnect
{T7M6-K2IH78JP-0295LSBV},02/17/2010 09:06:08,AVM0947,PC-0285,Disconnect
{P7D9-T2IH96CE-5165XMTC},02/17/2010 09:08:18,AKR0057,PC-2879,Disconnect
{N9Y8-P9IA49YW-2006MKSB},02/17/2010 09:13:20,AIB0948,PC-8245,Connect
{D2K9-A2BJ70OK-2506TIUC},02/17/2010 09:21:25,ABC0174,PC-5156,Connect
{V7Y1-B1PU96FL-2765PGHO},02/17/2010 09:37:04,BJP0134,PC-0898,Connect
{A9S4-S8QC56BS-7112QXYN},02/17/2010 09:37:12,AVM0947,PC-0285,Connect
{P5S6-H2FH15HA-2262RHDM},02/17/2010 09:43:13,BJP0134,PC-0898,Disconnect
{X0I7-S3DY14PM-8601COVP},02/17/2010 09:51:44,AJN0607,PC-8303,Connect
{P4B4-D6MC53SE-1487GYSH},02/17/2010 10:00:58,BJP0134,PC-0898,Connect
{Q4V4-U1IZ98IF-6037AFFZ},02/17/2010 10:01:43,BJM0111,PC-6866,Connect
{U1J7-S0VJ01ZI-3038DZUH},02/17/2010 10:02:27,ABC0174,PC-5156,Disconnect
{M9T5-S0ZC25WI-9075GHWB},02/17/2010 10:09:43,BJM0111,PC-6866,Disconnect
{I0L0-C8MQ14DX-1901GACC},02/17/2010 10:10:28,BDI0533,PC-5883,Connect
{B6O8-V8MO20HN-4327KXTI},02/17/2010 10:22:22,AVM0947,PC-0285,Disconnect
{Z8V7-M3KN81SK-7661ZPML},02/17/2010 10:24:02,BJP0134,PC-0898,Disconnect
{L5C5-W7MC78CN-8380AQVX},02/17/2010 10:32:02,AJN0607,PC-8303,Disconnect
{P5V5-P3JX44SL-2287SFKA},02/17/2010 10:39:30,BDI0533,PC-5883,Disconnect
{L5O7-T0RO71WD-5643UQWR},02/17/2010 10:45:44,AIB0948,PC-8245,Disconnect
{I7Y6-V8PQ98DP-3482ABOK},02/17/2010 10:58:44,BJM0111,PC-6866,Connect
{R8Q1-R4DV44BR-9672FMLH},02/17/2010 11:07:55,AIB0948,PC-8245,Connect
{Y7C7-U9SZ71HP-8901WXIB},02/17/2010 11:14:55,AVM0947,PC-0285,Connect
{C6T3-G1ZX97EG-6803SISU},02/17/2010 11:18:59,AIB0948,PC-8245,Disconnect
{J7U9-V2VB93RW-9069MIIA},02/17/2010 11:24:40,AVM0947,PC-0285,Disconnect
{G7J1-P6HD61WM-8854UFNC},02/17/2010 11:30:40,BJM0111,PC-6866,Disconnect
{H6B6-H0QX66DJ-3125WOHY},02/17/2010 11:32:15,AIB0948,PC-8245,Connect
{P0J7-D3QK40KB-5834TQEA},02/17/2010 11:34:54,BJM0111,PC-6866,Connect
{J1Q3-P6AO82OL-6074FUUZ},02/17/2010 11:46:12,BAL0044,PC-5179,Connect
{V2P9-R9SW71RH-5070LSYL},02/17/2010 11:57:18,BJM0111,PC-6866,Disconnect
{A8S1-M9NS71AC-6894FKPS},02/17/2010 11:58:26,AIB0948,PC-8245,Disconnect
{V9I9-O3QF74XP-1890MHOB},02/17/2010 12:09:44,AVM0947,PC-0285,Connect
{N6B5-R6MN84WW-7406ODYP},02/17/2010 12:11:20,BAL0044,PC-5179,Disconnect
{X0D8-U3RO33KQ-5011CWAB},02/17/2010 12:15:18,AVM0947,PC-0285,Disconnect
{F2S1-F8FF94RC-9216SOAN},02/17/2010 12:24:20,BJM0111,PC-6866,Connect
{U6I9-G9HT68SG-2096ZRCB},02/17/2010 12:29:58,BJM0111,PC-6866,Disconnect
{S0C6-U0QT57MX-0606RDKY},02/17/2010 12:55:28,BJM0111,PC-6866,Connect
{R1Z7-Y2FK39JQ-5018SNZR},02/17/2010 13:01:30,BAJ0654,PC-9268,Connect
{N4L1-R5CB65KC-3644KXFB},02/17/2010 13:04:55,BAJ0654,PC-9268,Disconnect
{G5F4-B1OD68WY-7375BYAL},02/17/2010 13:08:57,AJN0607,PC-8303,Connect
{J9C7-T8FL40PG-1028MQRJ},02/17/2010 13:19:30,BJM0111,PC-6866,Disconnect
{H3V9-A1DC33RQ-0655UVBC},02/17/2010 13:21:59,AJN0607,PC-8303,Disconnect
{H2V4-E9ZX82OW-1845BIOJ},02/17/2010 13:23:00,AJF0370,PC-8651,Connect
{B2V3-K0QH64SN-4900CGJZ},02/17/2010 13:23:31,BEH0615,PC-9461,Connect
{B9F2-B4EX40CL-3129SZHM},02/17/2010 13:25:07,BEH0615,PC-9461,Disconnect
